High,Low,Open,Close,Volume,Adj Close
14.73214340209961,14.60714340209961,14.621429443359375,14.686785697937012,302220800.0,12.6292085647583
14.8100004196167,14.617142677307129,14.64285659790039,14.765713691711426,260022000.0,12.697078704833984
14.948213577270508,14.738213539123535,14.819643020629883,14.929642677307129,271269600.0,12.838044166564941
15.098214149475098,14.972143173217773,14.991786003112793,15.085714340209961,318292800.0,12.972249031066895
15.276785850524902,15.048213958740234,15.196429252624512,15.061785697937012,394024400.0,12.951671600341797
15.214285850524902,15.053570747375488,15.211071014404297,15.115714073181152,258196400.0,12.998044967651367
15.101785659790039,14.975357055664062,15.09571361541748,15.091071128845215,215084800.0,12.976856231689453
15.103570938110352,14.95535659790039,15.081428527832031,15.049642562866211,212587200.0,12.941230773925781
15.016071319580078,14.952142715454102,14.989286422729492,14.993213653564453,226021600.0,12.892704963684082
15.213929176330566,15.105713844299316,15.149999618530273,15.16785717010498,242897200.0,13.04288387298584
15.338213920593262,15.225000381469727,15.248571395874023,15.325357437133789,276791200.0,13.178317070007324
15.406070709228516,15.232500076293945,15.362500190734863,15.276785850524902,261738400.0,13.136551856994629
15.26785659790039,14.991070747375488,15.267499923706055,15.010713577270508,413974400.0,12.907755851745605
15.301786422729492,15.08214282989502,15.095356941223145,15.264642715454102,306062400.0,13.12610912322998
15.182143211364746,14.983928680419922,15.182143211364746,15.014642715454102,547638000.0,12.9111328125
16.230356216430664,15.84749984741211,16.229999542236328,15.952142715454102,958314000.0,13.717294692993164
16.028213500976562,15.82642936706543,16.01285743713379,15.879643440246582,323985200.0,13.654951095581055
16.01714324951172,15.848929405212402,15.869285583496094,15.974286079406738,299709200.0,13.736332893371582
16.21071434020996,15.90678596496582,15.918213844299316,16.17892837524414,379341200.0,13.91230583190918
16.365713119506836,16.18107032775879,16.27107048034668,16.3028564453125,391683600.0,14.01887035369873
16.392499923706055,16.269643783569336,16.37178611755371,16.292499542236328,270046000.0,14.009967803955078
16.327499389648438,16.213571548461914,16.282142639160156,16.25428581237793,186796400.0,13.977104187011719
16.428571701049805,16.270000457763672,16.332143783569336,16.417142868041992,286599600.0,14.117149353027344
16.606428146362305,16.364286422729492,16.37071418762207,16.570356369018555,249412800.0,14.248899459838867
16.77678680419922,16.59214210510254,16.616071701049805,16.743928909301758,316223600.0,14.398152351379395
17.028213500976562,16.774999618530273,16.803571701049805,17.0242862701416,407890000.0,14.639233589172363
17.741071701049805,17.162857055664062,17.170000076293945,17.61321449279785,884214800.0,15.145651817321777
17.77214241027832,17.448213577270508,17.534286499023438,17.622142791748047,631302000.0,15.15333080291748
17.993928909301758,17.75321388244629,17.840356826782227,17.950000762939453,517216000.0,15.435257911682129
18.198570251464844,17.928571701049805,18.023571014404297,18.19499969482422,460398400.0,15.645934104919434
18.796070098876953,17.746070861816406,18.36642837524414,17.773929595947266,1506120000.0,15.283856391906738
18.03178596496582,17.379642486572266,17.553571701049805,17.936071395874023,944552000.0,15.423280715942383
18.1346435546875,17.867856979370117,17.96821403503418,17.932857513427734,535805200.0,15.420515060424805
18.387500762939453,18.00428581237793,18.10285758972168,18.387500762939453,605595200.0,15.811467170715332
18.410356521606445,18.18107032775879,18.32428550720215,18.322856903076172,483302400.0,15.755875587463379
18.493928909301758,18.196428298950195,18.395713806152344,18.4424991607666,568027600.0,15.858755111694336
18.674999237060547,18.522857666015625,18.559642791748047,18.657499313354492,415072000.0,16.04363441467285
18.875,18.43857192993164,18.618213653564453,18.777143478393555,547582000.0,16.14651870727539
19.12178611755371,18.780357360839844,18.855714797973633,19.12178611755371,600387200.0,16.442882537841797
19.5575008392334,19.132143020629883,19.341428756713867,19.37285614013672,952011200.0,16.658775329589844
19.578929901123047,19.241785049438477,19.577499389648438,19.445356369018555,683270000.0,16.721115112304688
19.5285701751709,19.375713348388672,19.437143325805664,19.470714569091797,431712400.0,16.7429256439209
19.5528564453125,18.78571319580078,19.479286193847656,19.04142951965332,809124400.0,16.373781204223633
19.06035614013672,18.43642807006836,18.7021427154541,18.937856674194336,810238800.0,16.284717559814453
19.20642852783203,18.689285278320312,19.171428680419922,18.953214645385742,798520800.0,16.29792594909668
19.392499923706055,19.00428581237793,19.096071243286133,19.356786727905273,516457200.0,16.644947052001953
19.562143325805664,19.396785736083984,19.436071395874023,19.47035789489746,418919200.0,16.742618560791016
19.71428680419922,19.53571319580078,19.606428146362305,19.71428680419922,407282400.0,16.952367782592773
20.292142868041992,19.84821319580078,19.91214370727539,20.28928565979004,690855200.0,17.44681739807129
21.239999771118164,20.549999237060547,20.644643783569336,21.056428909301758,1418844000.0,18.106481552124023
21.42892837524414,20.662500381469727,21.414642333984375,20.912857055664062,1159718000.0,17.9830265045166
21.042856216430664,20.64285659790039,20.882856369018555,20.9132137298584,825487600.0,17.983339309692383
21.491785049438477,21.037500381469727,21.370357513427734,21.467857360839844,901236000.0,18.460277557373047
21.674999237060547,21.124286651611328,21.41107177734375,21.641429901123047,816662000.0,18.609529495239258
21.77321434020996,21.47892951965332,21.52642822265625,21.51785659790039,644042000.0,18.503271102905273
21.58928680419922,21.26892852783203,21.349285125732422,21.405000686645508,623870800.0,18.40622329711914
21.492856979370117,21.22857093811035,21.44607162475586,21.287500381469727,430488800.0,18.3051815032959
21.683929443359375,21.259286880493164,21.421070098876953,21.6778564453125,595742000.0,18.64085578918457
22.010000228881836,21.645000457763672,21.6492862701416,21.945714950561523,607129600.0,18.871179580688477
22.194643020629883,21.796785354614258,22.084999084472656,22.057857513427734,655460400.0,18.967615127563477
22.020000457763672,21.686786651611328,21.885000228881836,21.78071403503418,608238400.0,18.729299545288086
21.805713653564453,21.354999542236328,21.741785049438477,21.412500381469727,731038000.0,18.41266441345215
22.098928451538086,21.442142486572266,21.493928909301758,22.093929290771484,598351600.0,18.998632431030273
22.578929901123047,22.232500076293945,22.4035701751709,22.4757137298584,834559600.0,19.326927185058594
22.352142333984375,22.03571319580078,22.298213958740234,22.296785354614258,572980800.0,19.173067092895508
22.66642951965332,22.264286041259766,22.39214324951172,22.63142967224121,641298000.0,19.460824966430664
22.851428985595703,22.332143783569336,22.361785888671875,22.72249984741211,597536800.0,19.539142608642578
23.0,22.35714340209961,22.854642868041992,22.444286346435547,889725200.0,19.29990577697754
22.745357513427734,22.262142181396484,22.7214298248291,22.364286422729492,696614800.0,19.231109619140625
22.547500610351562,22.16071319580078,22.321428298950195,22.241785049438477,614336800.0,19.125774383544922
22.310714721679688,21.55392837524414,22.289642333984375,21.6153564453125,859644800.0,18.58710289001465
21.795713424682617,20.65178680419922,21.787857055664062,20.718929290771484,1050786800.0,17.816267013549805
21.78571319580078,20.425357818603516,20.676429748535156,21.774999618530273,1025528000.0,18.724384307861328
22.15178680419922,21.52535629272461,21.91857147216797,21.726428985595703,954531200.0,18.682621002197266
21.59749984741211,20.875713348388672,21.43642807006836,20.979999542236328,834719200.0,18.040760040283203
21.23642921447754,20.372142791748047,21.12071418762207,20.463571548461914,1030985200.0,17.5966854095459
20.59535789489746,19.87928581237793,20.378929138183594,20.417856216430664,966529200.0,17.557369232177734
20.274642944335938,19.821428298950195,20.09321403503418,20.010000228881836,1076149200.0,17.20665168762207
22.071428298950195,21.64285659790039,21.98714256286621,21.78571319580078,905777600.0,18.733596801757812
21.953214645385742,21.504642486572266,21.938213348388672,21.703571319580078,536068400.0,18.66295623779297
21.6492862701416,21.446428298950195,21.609643936157227,21.53571319580078,406722400.0,18.51862144470215
21.371429443359375,20.821428298950195,21.350000381469727,20.856428146362305,506144800.0,17.934499740600586
21.312856674194336,20.758214950561523,20.889286041259766,20.79035758972168,610999200.0,17.877685546875
20.97857093811035,20.67357063293457,20.722856521606445,20.9278564453125,427389200.0,17.995920181274414
21.121429443359375,20.725000381469727,21.08928680419922,20.779285430908203,390549600.0,17.868162155151367
20.65571403503418,20.184642791748047,20.610000610351562,20.1875,529992400.0,17.359289169311523
20.456071853637695,20.043928146362305,20.053571701049805,20.338571548461914,460118400.0,17.489194869995117
20.41071319580078,19.95464324951172,20.34214210510254,20.292142868041992,497252000.0,17.449268341064453
20.499286651611328,20.030357360839844,20.132143020629883,20.327856063842773,480704000.0,17.47998046875
20.567142486572266,20.301429748535156,20.520713806152344,20.375713348388672,333200000.0,17.521129608154297
20.516786575317383,20.155357360839844,20.178571701049805,20.239643096923828,399546000.0,17.40412712097168
20.268213272094727,19.91428565979004,20.091785430908203,19.93642807006836,352626400.0,17.143396377563477
20.114999771118164,19.70535659790039,20.051786422729492,19.756071090698242,476336000.0,16.98830223083496
19.88892936706543,19.322856903076172,19.787500381469727,19.502857208251953,560896000.0,16.77056121826172
19.553571701049805,18.932857513427734,19.475357055664062,18.932857513427734,717220000.0,16.280418395996094
19.407499313354492,18.6492862701416,19.06999969482422,18.942142486572266,732292400.0,16.288402557373047
20.05500030517578,19.073213577270508,19.08928680419922,20.045713424682617,631106000.0,17.237369537353516
20.49571418762207,19.735000610351562,20.3410701751709,19.891786575317383,694870400.0,17.105009078979492
20.457143783569336,19.758214950561523,19.91071319580078,20.37714385986328,584897600.0,17.522363662719727
20.58928680419922,20.043928146362305,20.56678581237793,20.190000534057617,496230000.0,17.361440658569336
20.20892906188965,19.945356369018555,20.163928985595703,20.081785202026367,328507200.0,17.268381118774414
20.5,20.18964385986328,20.389286041259766,20.438213348388672,380508800.0,17.574872970581055
20.71392822265625,20.234285354614258,20.328571319580078,20.684642791748047,529429600.0,17.786785125732422
